Instance;cuPDLP; a-indep,
2club200v15p5scn;2,5812649726867676;2,5812649726867676
30n20b8;600,0070381164551;600,0070381164551
academictimetablebig;10,915977001190186;10,915977001190186
academictimetablesmall;9,785586833953857;9,785586833953857
adult-max5features;399,5079309940338;399,5079309940338
adult-regularized;105,08645606040955;105,08645606040955
allcolor58;3,4671881198883057;3,4671881198883057
app1-2;600,0066289901733;600,0066289901733
atlanta-ip;450,0088839530945;450,0088839530945
bab1;66,98040890693665;66,98040890693665
bab2;600,0048499107361;600,0048499107361
bab3;600,0033748149872;600,0033748149872
bab5;243,7801640033722;243,7801640033722
bab6;600,0020041465759;600,0020041465759
blp-ar98;89,10233807563782;89,10233807563782
blp-ic97;123,97960686683655;123,97960686683655
blp-ic98;90,81075501441956;90,81075501441956
bppc6-02;73,83840608596802;73,83840608596802
bppc6-06;86,64542698860168;86,64542698860168
brazil3;58,84857201576233;58,84857201576233
buildingenergy;408,33926701545715;408,33926701545715
cdc7-4-3-2;0,1767120361328125;0,1767120361328125
chromaticindex1024-7;0,8229429721832275;0,8229429721832275
chromaticindex512-7;0,7895030975341797;0,7895030975341797
ci-s4;600,0012829303741;600,0012829303741
circ10-3;1,80159592628479;1,80159592628479
cmflsp40-24-10-7;361,03063011169434;361,03063011169434
cmflsp40-36-2-10;210,6260051727295;210,6260051727295
cmflsp50-24-8-8;99,79031896591187;99,79031896591187
cmflsp60-36-2-6;199,8860101699829;199,8860101699829
co-100;600,0044980049133;600,0044980049133
