Instance;cuPDLP; a-indep,
neos-5114902-kasavu;5,444864988327026;5,444864988327026
neos-5116085-kenana;5,434782981872559;5,434782981872559
neos-5118834-korana;266,2506670951843;266,2506670951843
neos-5118851-kowhai;5,091593980789185;5,091593980789185
neos-5123665-limmat;600,0031080245972;600,0031080245972
neos-5129192-manaia;179,89591312408447;179,89591312408447
neos-5138690-middle;529,9627630710602;529,9627630710602
neos-5149806-wieprz;1,1689801216125488;1,1689801216125488
neos-5188808-nattai;2,652763843536377;2,652763843536377
neos-5193246-nerang;2,0076169967651367;2,0076169967651367
neos-5195221-niemur;1,836751937866211;1,836751937866211
neos-5196530-nuhaka;1,9670219421386719;1,9670219421386719
neos-5221106-oparau;1,0186259746551514;1,0186259746551514
neos-5223573-tarwin;25,196277856826782;25,196277856826782
neos-5251015-ogosta;24,095355987548828;24,095355987548828
neos-525149;2,2195069789886475;2,2195069789886475
neos-5266653-tugela;25,84864091873169;25,84864091873169
neos-5273874-yomtsa;26,81104803085327;26,81104803085327
neos-578379;5,842517852783203;5,842517852783203
neos-631710;600,0008389949799;600,0008389949799
neos-662469;65,40687417984009;65,40687417984009
neos-738098;8,956632137298584;8,956632137298584
neos-780889;14,71777606010437;14,71777606010437
neos-787933;5,531953811645508;5,531953811645508
neos-824661;600,0016868114471;600,0016868114471
neos-826224;140,52041292190552;140,52041292190552
neos-827175;448,96023416519165;448,96023416519165
neos-848589;15,54083514213562;15,54083514213562
neos-860300;152,73099279403687;152,73099279403687
neos-872648;239,25792384147644;239,25792384147644
neos-873061;211,89518690109253;211,89518690109253
neos-876808;220,1003439426422;220,1003439426422
neos-885086;1,972505807876587;1,972505807876587
neos-885524;0,2925300598144531;0,2925300598144531
neos-913984;0,3989429473876953;0,3989429473876953
neos-932721;2,455036163330078;2,455036163330078
neos-933638;3,2120249271392822;3,2120249271392822
neos-933966;2,1087591648101807;2,1087591648101807
neos-941313;54,128787994384766;54,128787994384766
neos-948346;6,985105037689209;6,985105037689209
neos-950242;4,83573579788208;4,83573579788208
neos-953928;10,66264009475708;10,66264009475708
neos-954925;2,005747079849243;2,005747079849243
neos-956971;1,9686989784240723;1,9686989784240723
neos-957143;4,324076175689697;4,324076175689697
neos-957323;40,99903392791748;40,99903392791748
neos-960392;26,42003083229065;26,42003083229065
neos6;27,646334886550903;27,646334886550903
neos8;105,8923568725586;105,8923568725586
neos9;3,7177789211273193;3,7177789211273193
netdiversion;94,79835987091064;94,79835987091064
ns1111636;3,875494956970215;3,875494956970215
ns1116954;4,235395908355713;4,235395908355713
ns1430538;255,37641286849976;255,37641286849976
ns1456591;135,44973397254944;135,44973397254944
ns1631475;600,0022349357605;600,0022349357605
ns1644855;149,42341995239258;149,42341995239258
ns1690781;600,0080029964447;600,0080029964447
ns1760995;600,0004231929779;600,0004231929779
ns1828997;1,134423017501831;1,134423017501831
ns1830653;18,108811140060425;18,108811140060425
ns1849932;63,45830702781677;63,45830702781677
ns1856153;0,5024271011352539;0,5024271011352539
ns1904248;0,25759387016296387;0,25759387016296387
ns1905797;34,93019509315491;34,93019509315491
ns1952667;10,281260967254639;10,281260967254639
ns2122698;77,24155306816101;77,24155306816101
ns2124243;24,5375018119812;24,5375018119812
ns930473;12,427251100540161;12,427251100540161
nsrand-ipx;22,605476140975952;22,605476140975952
nucorsav;47,146312952041626;47,146312952041626
nursesched-medium-hint03;28,56400990486145;28,56400990486145
nursesched-medium04;6,233564138412476;6,233564138412476
nursesched-sprint-hidden09;28,986314058303833;28,986314058303833
nursesched-sprint-late03;35,13422179222107;35,13422179222107
nursesched-sprint02;6,186167001724243;6,186167001724243
nw04;81,180673122406;81,180673122406
opm2-z10-s4;317,7682499885559;317,7682499885559
opm2-z12-s8;600,0049839019775;600,0049839019775
opm2-z8-s0;289,46271800994873;289,46271800994873
pb-fit2d;600,0035510063171;600,0035510063171
pb-grow22;321,04930996894836;321,04930996894836
physiciansched3-3;600,0015451908112;600,0015451908112
physiciansched3-4;600,0020749568939;600,0020749568939
physiciansched5-3;600,005087852478;600,005087852478
physiciansched6-1;600,0042028427124;600,0042028427124
physiciansched6-2;600,0013890266418;600,0013890266418
piperout-d20;600,0018808841705;600,0018808841705
piperout-d27;352,54413986206055;352,54413986206055
proteindesign121hz512p9;600,0032858848572;600,0032858848572
proteindesign121pgb11p9;600,0014958381653;600,0014958381653
proteindesign122trx11p8;600,0009028911591;600,0009028911591
radiationm40-10-02;600,0018241405487;600,0018241405487
rail01;600,0022821426392;600,0022821426392
rail02;600,0008318424225;600,0008318424225
rail507;176,17602515220642;176,17602515220642
rd-rplusc-21;523,6022670269012;523,6022670269012
reblock420;27,88390302658081;27,88390302658081
rmatr200-p10;39,90159201622009;39,90159201622009
rmatr200-p5;113,87677717208862;113,87677717208862
rmine11;600,0012068748474;600,0012068748474
rmine13;274,0015358924866;274,0015358924866
rmine15;284,8956620693207;284,8956620693207
rmine21;600,0011789798737;600,0011789798737
rmine25;600,2109560966492;600,2109560966492
rocII-10-11;90,13288402557373;90,13288402557373
rocII-5-11;81,59010219573975;81,59010219573975
rocII-8-11;48,766441106796265;48,766441106796265
roi2alpha3n4;164,47354984283447;164,47354984283447
roi5alpha10n8;23,839616060256958;23,839616060256958
rvb-sub;79,55339097976685;79,55339097976685
rwth-timetable;600,1840100288391;600,1840100288391
s100;548,462080001831;548,462080001831
s250r10;574,7615330219269;574,7615330219269
s55;524,2782809734344;524,2782809734344
satellites2-25;171,47582292556763;171,47582292556763
satellites2-40;130,8362739086151;130,8362739086151
satellites2-60-fs;253,78352904319763;253,78352904319763
satellites3-25;131,44208312034607;131,44208312034607
satellites4-25;189,01501417160034;189,01501417160034
savsched1;3,42746901512146;3,42746901512146
scpj4scip;134,1862940788269;134,1862940788269
scpk4;27,482693910598755;27,482693910598755
scpl4;170,22374391555786;170,22374391555786
scpm1;89,21102094650269;89,21102094650269
scpn2;79,79479193687439;79,79479193687439
sct1;600,0036761760712;600,0036761760712
sct32;600,0021297931671;600,0021297931671
sct5;196,37783694267273;196,37783694267273
seqsolve1;24,104284048080444;24,104284048080444
seqsolve2short4288;5,117237091064453;5,117237091064453
seqsolve3short4288excess384;121,53489398956299;121,53489398956299
shipsched;38,56980085372925;38,56980085372925
shs1014;600,0006330013275;600,0006330013275
shs1023;600,0042657852173;600,0042657852173
shs1042;600,0009860992432;600,0009860992432
sing11;600,0056779384613;600,0056779384613
sing17;600,0027289390564;600,0027289390564
sing326;600,0052180290222;600,0052180290222
sing44;600,0050039291382;600,0050039291382
sing5;600,0049879550934;600,0049879550934
snip10x10-35r1budget17;11,061316013336182;11,061316013336182
snp-02-004-104;600,0047199726105;600,0047199726105
sorrell3;0,18601202964782715;0,18601202964782715
sorrell4;0,12494707107543945;0,12494707107543945
sorrell7;0,19555115699768066;0,19555115699768066
sp97ar;438,62057995796204;438,62057995796204
sp97ic;236,67823696136475;236,67823696136475
sp98ar;600,0007090568542;600,0007090568542
sp98ic;594,1452479362488;594,1452479362488
splice1k1;50,45140504837036;50,45140504837036
square23;414,2242588996887;414,2242588996887
square31;498,81735610961914;498,81735610961914
square37;600,0073990821838;600,0073990821838
square41;600,0044438838959;600,0044438838959
square47;600,003909111023;600,003909111023
stockholm;550,3911390304565;550,3911390304565
stp3d;600,0053329467773;600,0053329467773
supportcase10;203,73162198066711;203,73162198066711
supportcase12;106,4171872138977;106,4171872138977
supportcase19;600,0025680065155;600,0025680065155
supportcase2;2,581470012664795;2,581470012664795
supportcase23;14,007646083831787;14,007646083831787
supportcase37;600,0085339546204;600,0085339546204
supportcase39;56,13879203796387;56,13879203796387
supportcase40;13,376540899276733;13,376540899276733
supportcase41;24,17583703994751;24,17583703994751
supportcase42;600,0043480396271;600,0043480396271
supportcase43;1,2950260639190674;1,2950260639190674
supportcase6;297,5993411540985;297,5993411540985
supportcase7;600,0055818557739;600,0055818557739
t11nonreg;600,1645700931549;600,1645700931549
t1717;378,50892090797424;378,50892090797424
t1722;124,66525077819824;124,66525077819824
tanglegram4;2,830770969390869;2,830770969390869
tbfp-network;47,160577058792114;47,160577058792114
thor50dday;39,93858981132507;39,93858981132507
tpl-tub-ss16;218,55784106254578;218,55784106254578
tpl-tub-ws1617;600,0011539459229;600,0011539459229
triptim1;600,555624961853;600,555624961853
triptim2;600,0034031867981;600,0034031867981
triptim4;600,0072209835052;600,0072209835052
triptim7;600,0010190010071;600,0010190010071
triptim8;600,0084669589996;600,0084669589996
uccase10;302,4804241657257;302,4804241657257
uccase12;452,19536685943604;452,19536685943604
uccase7;167,48391580581665;167,48391580581665
uccase8;81,13447403907776;81,13447403907776
uccase9;217,80054998397827;217,80054998397827
unitcal_7;600,0016899108887;600,0016899108887
usafa;52,82366585731506;52,82366585731506
v150d30-2hopcds;13,267369985580444;13,267369985580444
van;252,8110649585724;252,8110649585724
var-smallemery-m6j6;600,0080420970917;600,0080420970917
vpphard;8,882228136062622;8,882228136062622
vpphard2;12,611132860183716;12,611132860183716
wnq-n100-mw99-14;62,412333965301514;62,412333965301514
woodlands09;14,142173051834106;14,142173051834106
z26;7,7867560386657715;7,7867560386657715
zeil;600,0026848316193;600,0026848316193
